Title,Description,Resource Class,Publication State,Website Platform,Endpoint URL,Endpoint Description,Is Harvested,Last Harvested,Accrual Method,Accrual Periodicity,Harvest Workflow,Access Rights,Suppressed Record,ID,Identifier,Code,Tags,Admin Note,Due Date,Due Status,Days Until Due,Website Title,Website Alternative Title,Website Description,Website Display Note,Website Creator,Website Creator ID,Website Publisher,Website Provider,Website Resource Class,Website Resource Type,Website Subject,Website Theme,Website Keyword,Website Language,Website B1G Language,Website Local Collection,Website Temporal Coverage,Website Date Issued,Website Index Year,Website Date Range,Website Spatial Coverage,Website Bounding Box,Website Geometry,Website Centroid,Website GeoNames,Website Coordinate Reference System,Website Spatial Resolution in Meters,Website Spatial Resolution as Text,Website Georeferenced,Website Provenance,Website Publication State,Website Website Platform,Website Endpoint URL,Website Endpoint Description,Website Is Harvested,Website Last Harvested,Website Accrual Method,Website Accrual Periodicity,Website Harvest Workflow,Website Created At,Website Updated At,Website Date Accessioned,Website Date Retired,Website Format,Website File Size,Website B1G Image,Website Member Of,Website Is Part Of,Website Source,Website Is Version Of,Website Replaces,Website Is Replaced By,Website Relation,Website Rights,Website License,Website Rights Holder,Website Access Rights,Website Suppressed Record,Website Deprioritized,Website Mediator,Website Access,Website ID,Website Identifier,Website WxS Identifier,Website Code,Website Tags,Website Admin Note,Effective Harvest Workflow,Website Match Count
Harvest record for Bend Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data.bendoregon.gov/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_17c-04,17c-04,17c-04,,,2026-03-29,Overdue,-1,Bend Open Data,,"ArcGIS Hub site for finding and accessing open data provided by the City of Bend, Oregon",,,,Oregon--Bend,,Websites,Data portals,Municipal government records,,,eng,,,Continually updated resource,,,,Oregon--Bend|Oregon,"-122.000,43.610,-119.900,44.390","POLYGON((-121.1 44.17, -121.1 44.14, -120.99 44.13, -120.99 43.96, -120.75 43.96, -120.75 43.87, -120.38 43.87, -120.38 43.79, -120.26 43.79, -120.26 43.7, -119.9 43.7, -119.9 43.61, -122 43.62, -121.96 43.63, -121.99 43.65, -121.97 43.7, -121.98 43.74, -121.96 43.76, -121.98 43.86, -121.93 43.91, -121.87 43.91, -121.86 43.96, -121.84 43.97, -121.82 44.01, -121.83 44.04, -121.8 44.05, -121.77 44.1, -121.78 44.15, -121.77 44.17, -121.78 44.22, -121.79 44.25, -121.84 44.29, -121.84 44.39, -121.11 44.39, -121.1 44.17))","44.0,-120.95",,,,,,,published,ArcGIS Hub,https://data.bendoregon.gov/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:10 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,17c-04,https://data.bendoregon.gov,,17c-04,,,py_arcgis_hub,1
Harvest record for Benton County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gisdata-bentonco.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_16b-55005,16b-55005,16b-55005,,,2026-03-29,Overdue,-1,Benton County Open Data,,"ArcGIS Hub site for finding and accessing open data provided by Benton County, Washington",,,,Washington (State)--Benton County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Washington (State)--Benton County|Washington (State),"-119.880,45.840,-118.940,46.730","POLYGON((-119.8 46.63, -119.71 46.65, -119.63 46.64, -119.52 46.73, -119.49 46.72, -119.45 46.69, -119.46 46.67, -119.41 46.65, -119.4 46.61, -119.27 46.52, -119.26 46.49, -119.27 46.37, -119.25 46.32, -119.27 46.27, -119.21 46.24, -119.11 46.22, -119.02 46.18, -118.97 46.13, -118.94 46.07, -118.94 46.03, -119.03 45.97, -119.13 45.93, -119.26 45.94, -119.49 45.91, -119.57 45.93, -119.62 45.91, -119.67 45.86, -119.87 45.84, -119.87 46.63, -119.8 46.63))","46.285,-119.41",,,,,,,published,ArcGIS Hub,https://gisdata-bentonco.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:11 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,16b-55005,https://gisdata-bentonco.hub.arcgis.com,,16b-55005,,,py_arcgis_hub,1
Harvest record for Big Stone County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-bigstonecounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_05b-27011,05b-27011,05b-27011,,,2026-03-29,Overdue,-1,Big Stone County Open Data,,"ArcGIS Hub site for finding and accessing open data provided by Big Stone County, Minnesota",,,,Minnesota--Big Stone County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Minnesota--Big Stone County|Minnesota,"-96.835,45.177,-96.104,45.586","POLYGON((-96.835 45.586, -96.104 45.586, -96.104 45.177, -96.835 45.177, -96.835 45.586))","45.3815,-96.4695",,,,,,,published,ArcGIS Hub,https://data-bigstonecounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:11 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,05b-27011,https://data-bigstonecounty.opendata.arcgis.com,,05b-27011,,,py_arcgis_hub,1
"Harvest record for CAGIS Open Data Hub for Cincinnati Area, Ohio",Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-cagisportal.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_11c-01-3,11c-01-01,11c-01-01,no children,"Returns error while harvesting, but doesn't disrupt the harvest process or harvest unwanted records. Error message: [ArcGIS] Error fetching 11c-01-3: 403 Client Error: Forbidden for url: https://data-cagisportal.opendata.arcgis.com/api/feed/dcat-us/1.1.json -Cleo Feb 2026",2026-03-29,Overdue,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,py_arcgis_hub,0
Harvest record for CMAP (Chicago Metropolitan Agency for Planning) Data Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://datahub.cmap.illinois.gov/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_12f-01,12f-01,12f-01,,,2026-03-29,Overdue,-1,CMAP (Chicago Metropolitan Agency for Planning) Data Hub,,ArcGIS Hub site for finding and accessing open data provided by CMAP (Chicago Metropolitan Agency for Planning) Data Hub,,,,CMAP (Chicago Metropolitan Agency for Planning) Data Hub,,Websites,Data portals,Municipal government records,,,eng,,,Continually updated resource,,,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023","POLYGON((-87.940 42.023, -87.524 42.023, -87.524 41.644, -87.940 41.644, -87.940 42.023))","41.8335,-87.732",,,,,,,published,ArcGIS Hub,https://datahub.cmap.illinois.gov/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 19:08:29 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,12f-01,https://datahub.cmap.illinois.gov,,12f-01,,,py_arcgis_hub,1
Harvest record for Calumet County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-calumet.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_10b-55015,10b-55015,10b-55015,,,2026-03-29,Overdue,-1,Calumet County GIS Download,,"ArcGIS Hub site for finding and accessing open data provided by Calumet County, Wisconsin",,,,Wisconsin--Calumet County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Wisconsin--Calumet County|Wisconsin,"-88.405,43.892,-88.042,44.244","POLYGON((-88.405 44.244, -88.042 44.244, -88.042 43.892, -88.405 43.892, -88.405 44.244))","44.068,-88.2235",,,,,,,published,ArcGIS Hub,https://gis-calumet.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2021-04-26 11:51:05 -0500,2026-03-29 18:20:24 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,10b-55015,https://gis-calumet.hub.arcgis.com,,10b-55015,,,py_arcgis_hub,1
Harvest record for Calvert County Open GIS Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://calvert-county-open-data-calvertgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_04b-24009,04b-24009,04b-24009,,,2026-03-29,Overdue,-1,Calvert County Open GIS Data Portal,,"ArcGIS Hub site for finding and accessing open data provided by Calvert County, Maryland",,,,Maryland--Calvert County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Maryland--Calvert County|Maryland,"-76.702,38.322,-76.382,38.769","POLYGON((-76.702 38.769, -76.382 38.769, -76.382 38.322, -76.702 38.322, -76.702 38.769))","38.545500000000004,-76.542",,,,,,,published,ArcGIS Hub,https://calvert-county-open-data-calvertgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:12 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,04b-24009,https://calvert-county-open-data-calvertgis.hub.arcgis.com,,04b-24009,,,py_arcgis_hub,1
Harvest record for Capital Area Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-carpc.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_10b-55025-01,10b-55025,10b-55025,,,2026-03-29,Overdue,-1,"Discover Dane County, WI",,"ArcGIS Hub site for finding and accessing open data provided by Dane County, Wisconsin",,,,Wisconsin--Dane County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Wisconsin--Dane County|Wisconsin,"-89.567,42.998,-89.246,43.172","POLYGON((-89.567 43.172, -89.246 43.172, -89.246 42.998, -89.567 42.998, -89.567 43.172))","43.084999999999994,-89.4065",,,,,,,published,ArcGIS Hub,https://gis-countyofdane.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 18:20:53 -0500,2025-09-03,2025-09-15,ArcGIS Hub,,https://lio.countyofdane.com/documents/images/lio-logo-50.png,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,10b-55025,https://gis-countyofdane.opendata.arcgis.com,,10b-55025,no children,"Hub site is working and API feed is working, but doesn't return any records. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo 2/1/26",py_arcgis_hub,1
Harvest record for Carroll County GIS Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-carrollco-md.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_04b-24013,04b-24013,04b-24013,no children,"Returns error while harvesting, but doesn't disrupt the harvest process or harvest unwanted records. Error message: [ArcGIS] Error fetching 04b-24013: 404 Client Error: Not Found for url: https://data-carrollco-md.opendata.arcgis.com/api/feed/dcat-us/1.1.json - {""error"":""GWM_0003: You do not have permissions to access this resource or perform this operation.""} -Cleo Feb 2026",2026-03-29,Overdue,-1,Carroll County GIS Open Data,,"ArcGIS Hub site for finding and accessing open data provided by Carroll County, Maryland",,,,Maryland--Carroll County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Maryland--Carroll County|Maryland,"-77.312,39.348,-76.787,39.721","POLYGON((-77.312 39.721, -76.787 39.721, -76.787 39.348, -77.312 39.348, -77.312 39.721))","39.534499999999994,-77.0495",,,,,,,published,ArcGIS Hub,https://data-carrollco-md.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:12 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,04b-24013,https://data-carrollco-md.opendata.arcgis.com,,04b-24013,no children,"Returns error while harvesting, but doesn't disrupt the harvest process or harvest unwanted records. Error message: [ArcGIS] Error fetching 04b-24013: 404 Client Error: Not Found for url: https://data-carrollco-md.opendata.arcgis.com/api/feed/dcat-us/1.1.json - {""error"":""GWM_0003: You do not have permissions to access this resource or perform this operation.""} -Cleo Feb 2026",py_arcgis_hub,1
Harvest record for Carver County GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,http://data-carver.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_05b-27019,05b-27019,05b-27019,no children,"Returns error while harvesting, but doesn't disrupt the harvest process or harvest unwanted records. Error message: [ArcGIS] Error fetching 05b-27019: 500 Server Error: Internal Server Error for url: https://data-carver.opendata.arcgis.com/api/feed/dcat-us/1.1.json -Cleo Feb 2026",2026-03-29,Overdue,-1,Carver County GIS Data,,"ArcGIS Hub site for finding and accessing open data provided by Carver County, Minnesota",,,,Minnesota--Carver County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Minnesota--Carver County|Minnesota,"-94.013,44.635,-93.520,44.979","POLYGON((-94.013 44.979, -93.520 44.979, -93.520 44.635, -94.013 44.635, -94.013 44.979))","44.807,-93.76650000000001",,,,,,,published,ArcGIS Hub,http://data-carver.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 15:13:13 -0500,2025-09-03,2025-09-15,ArcGIS Hub,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,05b-27019,http://data-carver.opendata.arcgis.com,,05b-27019,no children,"Returns error while harvesting, but doesn't disrupt the harvest process or harvest unwanted records. Error message: [ArcGIS] Error fetching 05b-27019: 500 Server Error: Internal Server Error for url: https://data-carver.opendata.arcgis.com/api/feed/dcat-us/1.1.json -Cleo Feb 2026",py_arcgis_hub,1
Harvest record for Center for Rural Pennsylvania Data Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://center-for-rural-pennsylvania-data-hub-ruralpa.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_8856ec9a-47ac-4c79-bfba-643e97c0b62d,8856ec9a-47ac-4c79-bfba-643e97c0b62d,8856ec9a-47ac-4c79-bfba-643e97c0b62d,,,2026-03-29,Overdue,-1,Center for Rural Pennsylvania Data Hub,,"ArcGIS Hub site for finding and accessing open data provided by the Center for Rural Pennsylvania. The Center for Rural Pennsylvania is a bipartisan, bicameral legislative agency that serves as a resource for rural policy within the Pennsylvania General Assembly.|It collects data on trends and conditions to understand the diversity of rural Pennsylvania.",,Center for Rural Pennsylvania,,Pennsylvania,,Websites,Data portals,Intergovernment records,,DEIA,eng,,,Continually updated resource,,,,Pennsylvania,"-80.521,39.720,-74.690,42.515","POLYGON((-80.521 42.515, -74.690 42.515, -74.690 39.720, -80.521 39.720, -80.521 42.515))","41.1175,-77.6055",,,,,,,published,ArcGIS Hub,https://center-for-rural-pennsylvania-data-hub-ruralpa.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-28,Automated retrieval,Weekly,py_arcgis_hub,2022-10-27 15:47:28 -0500,2026-03-29 15:13:13 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,8856ec9a-47ac-4c79-bfba-643e97c0b62d,https://center-for-rural-pennsylvania-data-hub-ruralpa.hub.arcgis.com,,8856ec9a-47ac-4c79-bfba-643e97c0b62d,,,py_arcgis_hub,1
Harvest record for Centre County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,http://gisdata-centrecountygov.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,harvest_08b-42027,08b-42027,08b-42027,,,2026-03-29,Overdue,-1,Centre County Open Data,,"ArcGIS Hub site for finding and accessing open data provided by Centre County, Pennsylvania",,,,Pennsylvania--Centre County,,Websites,Data portals,County government records,,,eng,,,Continually updated resource,,,,Pennsylvania--Centre County|Pennsylvania,"-78.377,40.692,-77.144,41.253","POLYGON((-78.377 41.253, -77.144 41.253, -77.144 40.692, -78.377 40.692, -78.377 41.253))","40.9725,-77.76050000000001",,,,,,,published,ArcGIS Hub,http://gisdata-centrecountygov.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,true,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,2025-08-09 22:41:06 -0500,2026-03-29 17:46:55 -0500,,,,,,ba5cc745-21c5-4ae9-954b-72dd8db6815a,,,,,,,,,,Public,,,,,08b-42027,http://gisdata-centrecountygov.opendata.arcgis.com,,08b-42027,,,py_arcgis_hub,1
