Township,Township Direction,Range,Range Direction,STATEABBR,PRINMERCD,PRINMER,PLSSID,Bounding Box
087,N,040,W,IA,5,5th Meridian,IA050870N0400W0,"-95.55527126, 42.29773581, -95.43898185, 42.38495697"
087,N,013,W,IA,5,5th Meridian,IA050870N0130W0,"-92.41705958, 42.29721737, -92.29854432, 42.3850526"
087,N,025,W,IA,5,5th Meridian,IA050870N0250W0,"-93.81588107, 42.29601473, -93.69850513, 42.383897"
087,N,019,W,IA,5,5th Meridian,IA050870N0190W0,"-93.1186414, 42.29556658, -93.00212487, 42.38365221"
087,N,026,W,IA,5,5th Meridian,IA050870N0260W0,"-93.93192896, 42.29596044, -93.81556063, 42.38393758"
087,N,016,W,IA,5,5th Meridian,IA050870N0160W0,"-92.76841799, 42.29660738, -92.65095528, 42.38429793"
087,N,028,W,IA,5,5th Meridian,IA050870N0280W0,"-94.16457487, 42.29610988, -94.0479323, 42.38387544"
087,N,047,W,IA,5,5th Meridian,IA050870N0470W0,"-96.36998163, 42.30094352, -96.25141597, 42.38804414"
087,N,018,W,IA,5,5th Meridian,IA050870N0180W0,"-93.00262636, 42.29614155, -92.88548946, 42.38366801"
088,N,042,W,IA,5,5th Meridian,IA050880N0420W0,"-95.78660011, 42.38479335, -95.66927432, 42.47498854"
088,N,027,W,IA,5,5th Meridian,IA050880N0270W0,"-94.04843346, 42.38373654, -93.93166308, 42.47215123"
088,N,017,W,IA,5,5th Meridian,IA050880N0170W0,"-92.88656727, 42.38366653, -92.76837214, 42.47045867"
088,N,044,W,IA,5,5th Meridian,IA050880N0440W0,"-96.01926055, 42.38541591, -95.90198226, 42.47514645"
088,N,003,W,IA,5,5th Meridian,IA050880N0030W0,"-91.24730649, 42.38269201, -91.13026883, 42.4712671"
088,N,026,W,IA,5,5th Meridian,IA050880N0260W0,"-93.93205023, 42.38356145, -93.81581795, 42.47207021"
088,N,025,W,IA,5,5th Meridian,IA050880N0250W0,"-93.8159543, 42.38337015, -93.69874269, 42.47155194"
088,N,002,W,IA,5,5th Meridian,IA050880N0020W0,"-91.13072294, 42.38259348, -91.01374875, 42.47150422"
088,N,035,W,IA,5,5th Meridian,IA050880N0350W0,"-94.97356341, 42.38489112, -94.85661574, 42.47436779"
088,N,011,W,IA,5,5th Meridian,IA050880N0110W0,"-92.18131121, 42.38444852, -92.06420576, 42.46861988"
088,N,001,E,IA,5,5th Meridian,IA050880N0010E0,"-90.89828203, 42.38206411, -90.781456, 42.47107043"
088,N,015,W,IA,5,5th Meridian,IA050880N0150W0,"-92.65214321, 42.38419521, -92.53385227, 42.46977232"
088,N,047,W,IA,5,5th Meridian,IA050880N0470W0,"-96.3699953, 42.38567938, -96.25245651, 42.47568951"
088,N,039,W,IA,5,5th Meridian,IA050880N0390W0,"-95.43898186, 42.38483615, -95.32218974, 42.4748083"
088,N,014,W,IA,5,5th Meridian,IA050880N0140W0,"-92.5342717, 42.38445531, -92.41705847, 42.46960893"
088,N,031,W,IA,5,5th Meridian,IA050880N0310W0,"-94.51428921, 42.38364705, -94.39716325, 42.47364573"
088,N,004,E,IA,5,5th Meridian,IA050880N0040E0,"-90.54895766, 42.38179377, -90.47403842, 42.41292199"
088,N,024,W,IA,5,5th Meridian,IA050880N0240W0,"-93.69891682, 42.38343559, -93.58146637, 42.4712493"
088,N,013,W,IA,5,5th Meridian,IA050880N0130W0,"-92.41721149, 42.38477395, -92.29770189, 42.46936408"
088,N,036,W,IA,5,5th Meridian,IA050880N0360W0,"-95.08966942, 42.38520921, -94.97313519, 42.47460438"
088,N,003,E,IA,5,5th Meridian,IA050880N0030E0,"-90.6653208, 42.38213769, -90.54870015, 42.47165602"
088,N,046,W,IA,5,5th Meridian,IA050880N0460W0,"-96.25313994, 42.38589165, -96.13521773, 42.47528146"
088,N,038,W,IA,5,5th Meridian,IA050880N0380W0,"-95.32284506, 42.38549009, -95.20559439, 42.47485543"
088,N,004,W,IA,5,5th Meridian,IA050880N0040W0,"-91.36393293, 42.38301446, -91.24715326, 42.47095763"
088,N,002,E,IA,5,5th Meridian,IA050880N0020E0,"-90.78185393, 42.38194368, -90.66503182, 42.47164156"
088,N,005,W,IA,5,5th Meridian,IA050880N0050W0,"-91.48100434, 42.3832214, -91.36351306, 42.46982625"
088,N,007,W,IA,5,5th Meridian,IA050880N0070W0,"-91.71463171, 42.38395978, -91.59741719, 42.46914995"
088,N,016,W,IA,5,5th Meridian,IA050880N0160W0,"-92.76878405, 42.38377913, -92.65125828, 42.47001184"
088,N,043,W,IA,5,5th Meridian,IA050880N0430W0,"-95.90260214, 42.38520872, -95.78617551, 42.47512053"
088,N,033,W,IA,5,5th Meridian,IA050880N0330W0,"-94.74725285, 42.38419657, -94.63003062, 42.47396583"
088,N,028,W,IA,5,5th Meridian,IA050880N0280W0,"-94.16477265, 42.38348294, -94.04814481, 42.47247277"
088,N,040,W,IA,5,5th Meridian,IA050880N0400W0,"-95.55521215, 42.38453676, -95.43849476, 42.47487247"
088,N,045,W,IA,5,5th Meridian,IA050880N0450W0,"-96.13576552, 42.38582854, -96.01892432, 42.47492292"
088,N,032,W,IA,5,5th Meridian,IA050880N0320W0,"-94.63047457, 42.38389579, -94.51409174, 42.47375006"
088,N,034,W,IA,5,5th Meridian,IA050880N0340W0,"-94.85730322, 42.38435418, -94.74648829, 42.47408809"
088,N,010,W,IA,5,5th Meridian,IA050880N0100W0,"-92.06472392, 42.38472456, -91.94778086, 42.46835059"
088,N,041,W,IA,5,5th Meridian,IA050880N0410W0,"-95.66980757, 42.38479879, -95.55486051, 42.47489151"
088,N,023,W,IA,5,5th Meridian,IA050880N0230W0,"-93.5816793, 42.38335821, -93.46261027, 42.47113585"
088,N,012,W,IA,5,5th Meridian,IA050880N0120W0,"-92.29865218, 42.38463843, -92.18081465, 42.46916726"
088,N,029,W,IA,5,5th Meridian,IA050880N0290W0,"-94.28091216, 42.38363951, -94.16452739, 42.47310656"
088,N,009,W,IA,5,5th Meridian,IA050880N0090W0,"-91.94882822, 42.38514245, -91.83072334, 42.46886411"
088,N,018,W,IA,5,5th Meridian,IA050880N0180W0,"-93.00305304, 42.38334943, -92.88609485, 42.47069453"
088,N,019,W,IA,5,5th Meridian,IA050880N0190W0,"-93.1194644, 42.38299702, -93.00262636, 42.47111739"
088,N,021,W,IA,5,5th Meridian,IA050880N0210W0,"-93.34706929, 42.38285091, -93.2319386, 42.47091537"
088,N,008,W,IA,5,5th Meridian,IA050880N0080W0,"-91.83166629, 42.38398209, -91.71435566, 42.46850821"
088,N,030,W,IA,5,5th Meridian,IA050880N0300W0,"-94.39760067, 42.38363849, -94.28039545, 42.47339181"
088,N,037,W,IA,5,5th Meridian,IA050880N0370W0,"-95.20594458, 42.38551605, -95.08942623, 42.47465876"
088,N,022,W,IA,5,5th Meridian,IA050880N0220W0,"-93.46296088, 42.38331734, -93.34667173, 42.47076453"
088,N,020,W,IA,5,5th Meridian,IA050880N0200W0,"-93.23210633, 42.38281932, -93.1186414, 42.4711153"
088,N,001,W,IA,5,5th Meridian,IA050880N0010W0,"-91.01406571, 42.38207947, -90.89780651, 42.47148662"
088,N,048,W,IA,5,5th Meridian,IA050880N0480W0,"-96.41623125, 42.3856608, -96.36910503, 42.47582871"
088,N,006,W,IA,5,5th Meridian,IA050880N0060W0,"-91.59783766, 42.38360768, -91.48063323, 42.46918567"
089,N,010,W,IA,5,5th Meridian,IA050890N0100W0,"-92.08218329, 42.46767327, -91.96343332, 42.55501359"
089,N,032,W,IA,5,5th Meridian,IA050890N0320W0,"-94.67838818, 42.47361702, -94.56022071, 42.55992515"
089,N,009,W,IA,5,5th Meridian,IA050890N0090W0,"-91.96420866, 42.46768751, -91.84511341, 42.55642885"
089,N,045,W,IA,5,5th Meridian,IA050890N0450W0,"-96.21420665, 42.47480235, -96.09570977, 42.56154956"
089,N,035,W,IA,5,5th Meridian,IA050890N0350W0,"-95.03293464, 42.47422555, -94.91439762, 42.56101474"
089,N,001,W,IA,5,5th Meridian,IA050890N0010W0,"-91.01581802, 42.47051499, -90.89777568, 42.55895586"
089,N,019,W,IA,5,5th Meridian,IA050890N0190W0,"-93.14499211, 42.47090181, -93.02661275, 42.55691544"
089,N,025,W,IA,5,5th Meridian,IA050890N0250W0,"-93.85355311, 42.4711882, -93.73497793, 42.5576635"
089,N,028,W,IA,5,5th Meridian,IA050890N0280W0,"-94.20762688, 42.4720255, -94.08965041, 42.55809191"
089,N,026,W,IA,5,5th Meridian,IA050890N0260W0,"-93.97152566, 42.47165512, -93.85315849, 42.55803305"
089,N,024,W,IA,5,5th Meridian,IA050890N0240W0,"-93.73527208, 42.47097645, -93.61712552, 42.55770071"
089,N,012,W,IA,5,5th Meridian,IA050890N0120W0,"-92.31803819, 42.46874463, -92.19952242, 42.55594673"
089,N,033,W,IA,5,5th Meridian,IA050890N0330W0,"-94.79666162, 42.47378508, -94.67814358, 42.5597635"
089,N,013,W,IA,5,5th Meridian,IA050890N0130W0,"-92.43638048, 42.46920678, -92.3178874, 42.55600064"
089,N,039,W,IA,5,5th Meridian,IA050890N0390W0,"-95.5063369, 42.4746332, -95.38749847, 42.56194709"
089,N,001,E,IA,5,5th Meridian,IA050890N0010E0,"-90.89801016, 42.47049459, -90.77967101, 42.55805999"
089,N,044,W,IA,5,5th Meridian,IA050890N0440W0,"-96.09624446, 42.47479219, -95.97786289, 42.56121309"
089,N,031,W,IA,5,5th Meridian,IA050890N0310W0,"-94.56076818, 42.47337123, -94.44290919, 42.55922297"
089,N,037,W,IA,5,5th Meridian,IA050890N0370W0,"-95.26986559, 42.47456008, -95.15075093, 42.56111555"
089,N,003,E,IA,5,5th Meridian,IA050890N0030E0,"-90.66213161, 42.47150738, -90.63614484, 42.55745717"
089,N,004,W,IA,5,5th Meridian,IA050890N0040W0,"-91.37183248, 42.46980551, -91.25249037, 42.55830768"
089,N,046,W,IA,5,5th Meridian,IA050890N0460W0,"-96.33235045, 42.47512597, -96.21387868, 42.56176736"
089,N,038,W,IA,5,5th Meridian,IA050890N0380W0,"-95.38804854, 42.47456603, -95.26905655, 42.56174435"
089,N,022,W,IA,5,5th Meridian,IA050890N0220W0,"-93.49959666, 42.47064814, -93.38077917, 42.55763936"
089,N,020,W,IA,5,5th Meridian,IA050890N0200W0,"-93.2624866, 42.4706321, -93.14468696, 42.55721165"
089,N,002,E,IA,5,5th Meridian,IA050890N0020E0,"-90.78024936, 42.47099718, -90.66146006, 42.55805999"
089,N,023,W,IA,5,5th Meridian,IA050890N0230W0,"-93.61755144, 42.47086753, -93.49915479, 42.55777971"
089,N,003,W,IA,5,5th Meridian,IA050890N0030W0,"-91.25326763, 42.47092563, -91.13397288, 42.55900491"
089,N,048,W,IA,5,5th Meridian,IA050890N0480W0,"-96.49910212, 42.49096523, -96.44746733, 42.56186718"
089,N,029,W,IA,5,5th Meridian,IA050890N0290W0,"-94.32511959, 42.47257613, -94.20725491, 42.5585541"
089,N,011,W,IA,5,5th Meridian,IA050890N0110W0,"-92.19996397, 42.46810537, -92.08140096, 42.55551387"
089,N,047,W,IA,5,5th Meridian,IA050890N0470W0,"-96.44938789, 42.47542881, -96.33174058, 42.56220236"
089,N,005,W,IA,5,5th Meridian,IA050890N0050W0,"-91.49056542, 42.46914419, -91.37121172, 42.55749201"
089,N,006,W,IA,5,5th Meridian,IA050890N0060W0,"-91.60896594, 42.46908096, -91.489836, 42.55669951"
089,N,034,W,IA,5,5th Meridian,IA050890N0340W0,"-94.91465516, 42.47387393, -94.79623199, 42.5603426"
089,N,041,W,IA,5,5th Meridian,IA050890N0410W0,"-95.74171889, 42.47468183, -95.62319255, 42.56159946"
089,N,018,W,IA,5,5th Meridian,IA050890N0180W0,"-93.02718988, 42.470455, -92.90785265, 42.5568046"
089,N,002,W,IA,5,5th Meridian,IA050890N0020W0,"-91.13467268, 42.47125449, -91.01557519, 42.55907801"
089,N,016,W,IA,5,5th Meridian,IA050890N0160W0,"-92.79067955, 42.46972685, -92.67242267, 42.55590221"
089,N,043,W,IA,5,5th Meridian,IA050890N0430W0,"-95.97830547, 42.47496683, -95.85934452, 42.56105099"
089,N,027,W,IA,5,5th Meridian,IA050890N0270W0,"-94.09001691, 42.47197216, -93.97130479, 42.55824152"
089,N,021,W,IA,5,5th Meridian,IA050890N0210W0,"-93.38123254, 42.47044608, -93.26198354, 42.55757108"
089,N,007,W,IA,5,5th Meridian,IA050890N0070W0,"-91.72747434, 42.46832974, -91.60855673, 42.5565456"
089,N,030,W,IA,5,5th Meridian,IA050890N0300W0,"-94.44313286, 42.47310667, -94.32496584, 42.55890792"
089,N,040,W,IA,5,5th Meridian,IA050890N0400W0,"-95.62408825, 42.47468183, -95.50568074, 42.56194709"
089,N,017,W,IA,5,5th Meridian,IA050890N0170W0,"-92.90867641, 42.47014376, -92.79060254, 42.55605977"
089,N,008,W,IA,5,5th Meridian,IA050890N0080W0,"-91.84570402, 42.46830258, -91.72703556, 42.55649139"
089,N,036,W,IA,5,5th Meridian,IA050890N0360W0,"-95.15107364, 42.47429822, -95.03264638, 42.56117021"
089,N,015,W,IA,5,5th Meridian,IA050890N0150W0,"-92.67303079, 42.46953039, -92.55433002, 42.55594217"
089,N,014,W,IA,5,5th Meridian,IA050890N0140W0,"-92.55458813, 42.46944255, -92.43595428, 42.55577979"
089,N,042,W,IA,5,5th Meridian,IA050890N0420W0,"-95.86006187, 42.47474749, -95.74120737, 42.56137516"
090,N,031,W,IA,5,5th Meridian,IA050900N0310W0,"-94.56053177, 42.5588011, -94.44301425, 42.64553681"
090,N,036,W,IA,5,5th Meridian,IA050900N0360W0,"-95.15197314, 42.56093477, -95.03272198, 42.64740106"
090,N,016,W,IA,5,5th Meridian,IA050900N0160W0,"-92.790816, 42.55561726, -92.67258347, 42.6425951"
090,N,004,W,IA,5,5th Meridian,IA050900N0040W0,"-91.37178612, 42.55740395, -91.25113794, 42.64550296"
090,N,046,W,IA,5,5th Meridian,IA050900N0460W0,"-96.33195289, 42.56140818, -96.21377146, 42.64897561"
090,N,018,W,IA,5,5th Meridian,IA050900N0180W0,"-93.02699405, 42.55605977, -92.9077975, 42.64330355"
090,N,010,W,IA,5,5th Meridian,IA050900N0100W0,"-92.08215256, 42.55448015, -91.96359844, 42.64222824"
090,N,048,W,IA,5,5th Meridian,IA050900N0480W0,"-96.53833443, 42.56098884, -96.44938789, 42.64930448"
090,N,002,W,IA,5,5th Meridian,IA050900N0020W0,"-91.13459534, 42.55860132, -91.01491647, 42.64670691"
090,N,024,W,IA,5,5th Meridian,IA050900N0240W0,"-93.73506339, 42.55753657, -93.6173381, 42.64470562"
090,N,003,W,IA,5,5th Meridian,IA050900N0030W0,"-91.25302391, 42.55809826, -91.13282282, 42.6459694"
090,N,042,W,IA,5,5th Meridian,IA050900N0420W0,"-95.86006187, 42.56058805, -95.74102463, 42.64850117"
090,N,030,W,IA,5,5th Meridian,IA050900N0300W0,"-94.44334877, 42.55855369, -94.32475284, 42.64524978"
090,N,032,W,IA,5,5th Meridian,IA050900N0320W0,"-94.67828144, 42.55922297, -94.56022149, 42.64542229"
090,N,001,W,IA,5,5th Meridian,IA050900N0010W0,"-91.01567091, 42.55780899, -90.89714841, 42.64670691"
090,N,027,W,IA,5,5th Meridian,IA050900N0270W0,"-94.09013878, 42.55803305, -93.97128615, 42.64494011"
090,N,022,W,IA,5,5th Meridian,IA050900N0220W0,"-93.49968917, 42.55749059, -93.38071273, 42.64472721"
090,N,047,W,IA,5,5th Meridian,IA050900N0470W0,"-96.45005904, 42.56176574, -96.33134224, 42.64915865"
090,N,007,W,IA,5,5th Meridian,IA050900N0070W0,"-91.72748943, 42.55583357, -91.60713305, 42.6439042"
090,N,021,W,IA,5,5th Meridian,IA050900N0210W0,"-93.38100373, 42.55719024, -93.26170745, 42.64444845"
090,N,035,W,IA,5,5th Meridian,IA050900N0350W0,"-95.03362366, 42.5603383, -94.91460086, 42.64731708"
090,N,009,W,IA,5,5th Meridian,IA050900N0090W0,"-91.96431595, 42.55501359, -91.844668, 42.64371852"
090,N,011,W,IA,5,5th Meridian,IA050900N0110W0,"-92.19970494, 42.5549378, -92.08164912, 42.64213874"
090,N,001,E,IA,5,5th Meridian,IA050900N0010E0,"-90.89778907, 42.55766188, -90.77972946, 42.64571622"
090,N,017,W,IA,5,5th Meridian,IA050900N0170W0,"-92.90803531, 42.55580005, -92.79036436, 42.64282155"
090,N,033,W,IA,5,5th Meridian,IA050900N0330W0,"-94.79664645, 42.5591538, -94.67809758, 42.64542379"
090,N,044,W,IA,5,5th Meridian,IA050900N0440W0,"-96.09647206, 42.56103555, -95.97783249, 42.6489728"
090,N,039,W,IA,5,5th Meridian,IA050900N0390W0,"-95.5063369, 42.56172963, -95.38798787, 42.64797981"
090,N,038,W,IA,5,5th Meridian,IA050900N0380W0,"-95.38829776, 42.56081976, -95.26980671, 42.64778711"
090,N,023,W,IA,5,5th Meridian,IA050900N0230W0,"-93.61758144, 42.55754964, -93.49946066, 42.644896"
090,N,045,W,IA,5,5th Meridian,IA050900N0450W0,"-96.21424474, 42.56107542, -96.09567611, 42.64910179"
090,N,025,W,IA,5,5th Meridian,IA050900N0250W0,"-93.85353963, 42.55753657, -93.7348961, 42.64466963"
090,N,012,W,IA,5,5th Meridian,IA050900N0120W0,"-92.31802413, 42.55551387, -92.19936046, 42.64213677"
090,N,013,W,IA,5,5th Meridian,IA050900N0130W0,"-92.43661882, 42.55575058, -92.31767213, 42.64245417"
090,N,002,E,IA,5,5th Meridian,IA050900N0020E0,"-90.78034115, 42.55743688, -90.66213161, 42.64548033"
090,N,006,W,IA,5,5th Meridian,IA050900N0060W0,"-91.60896594, 42.55639343, -91.48786034, 42.64467432"
090,N,015,W,IA,5,5th Meridian,IA050900N0150W0,"-92.67310657, 42.55574954, -92.55440615, 42.64251503"
090,N,034,W,IA,5,5th Meridian,IA050900N0340W0,"-94.91586802, 42.55972325, -94.79620512, 42.64731708"
090,N,005,W,IA,5,5th Meridian,IA050900N0050W0,"-91.49050377, 42.55649641, -91.36921899, 42.64489128"
090,N,020,W,IA,5,5th Meridian,IA050900N0200W0,"-93.26205918, 42.55686996, -93.14424413, 42.64389971"
090,N,043,W,IA,5,5th Meridian,IA050900N0430W0,"-95.97830547, 42.56058805, -95.85931439, 42.6488939"
090,N,028,W,IA,5,5th Meridian,IA050900N0280W0,"-94.2076223, 42.55794505, -94.08992024, 42.64483474"
090,N,019,W,IA,5,5th Meridian,IA050900N0190W0,"-93.14488494, 42.55668749, -93.02652048, 42.64373838"
090,N,014,W,IA,5,5th Meridian,IA050900N0140W0,"-92.5546646, 42.55563969, -92.43593242, 42.64239959"
090,N,041,W,IA,5,5th Meridian,IA050900N0410W0,"-95.7416503, 42.56103364, -95.62288785, 42.64865289"
090,N,008,W,IA,5,5th Meridian,IA050900N0080W0,"-91.84581154, 42.55583357, -91.72611905, 42.64376446"
090,N,003,E,IA,5,5th Meridian,IA050900N0030E0,"-90.66215363, 42.55744812, -90.6591904, 42.56909491"
090,N,029,W,IA,5,5th Meridian,IA050900N0290W0,"-94.32513415, 42.55798659, -94.20718473, 42.64518127"
090,N,026,W,IA,5,5th Meridian,IA050900N0260W0,"-93.97149538, 42.55757886, -93.85312635, 42.6446983"
090,N,040,W,IA,5,5th Meridian,IA050900N0400W0,"-95.6232551, 42.56159946, -95.50572924, 42.64864997"
090,N,037,W,IA,5,5th Meridian,IA050900N0370W0,"-95.27008112, 42.56088192, -95.15107364, 42.6476102"
091,N,006,W,IA,5,5th Meridian,IA050910N0060W0,"-91.60713305, 42.6439042, -91.48738648, 42.73233382"
091,N,041,W,IA,5,5th Meridian,IA050910N0410W0,"-95.74154594, 42.64834955, -95.6232551, 42.73543396"
091,N,022,W,IA,5,5th Meridian,IA050910N0220W0,"-93.49955084, 42.64444845, -93.38018003, 42.73133178"
091,N,029,W,IA,5,5th Meridian,IA050910N0290W0,"-94.32591328, 42.64456898, -94.20721055, 42.73220499"
091,N,017,W,IA,5,5th Meridian,IA050910N0170W0,"-92.90788109, 42.64248686, -92.79026507, 42.73056254"
091,N,008,W,IA,5,5th Meridian,IA050910N0080W0,"-91.844668, 42.64306158, -91.72516517, 42.73066908"
091,N,026,W,IA,5,5th Meridian,IA050910N0260W0,"-93.97140326, 42.64445803, -93.85282002, 42.73165393"
091,N,009,W,IA,5,5th Meridian,IA050910N0090W0,"-91.96359844, 42.64185809, -91.8436961, 42.73066556"
091,N,039,W,IA,5,5th Meridian,IA050910N0390W0,"-95.5057606, 42.64776453, -95.38754745, 42.73432915"
091,N,030,W,IA,5,5th Meridian,IA050910N0300W0,"-94.44310636, 42.64507217, -94.32486064, 42.73243066"
091,N,001,E,IA,5,5th Meridian,IA050910N0010E0,"-90.89729425, 42.64536775, -90.77970006, 42.67512191"
091,N,002,E,IA,5,5th Meridian,IA050910N0020E0,"-90.77972946, 42.64533671, -90.74479107, 42.65272692"
091,N,040,W,IA,5,5th Meridian,IA050910N0400W0,"-95.6235819, 42.64785851, -95.50548628, 42.73543396"
091,N,011,W,IA,5,5th Meridian,IA050910N0110W0,"-92.19953671, 42.64196066, -92.08165655, 42.72948306"
091,N,043,W,IA,5,5th Meridian,IA050910N0430W0,"-95.97887161, 42.64847823, -95.85993998, 42.73525329"
091,N,028,W,IA,5,5th Meridian,IA050910N0280W0,"-94.20745423, 42.64455709, -94.08997124, 42.73170263"
091,N,018,W,IA,5,5th Meridian,IA050910N0180W0,"-93.02658133, 42.64271214, -92.90742281, 42.73067751"
091,N,027,W,IA,5,5th Meridian,IA050910N0270W0,"-94.09018482, 42.64465407, -93.97121984, 42.73162003"
091,N,020,W,IA,5,5th Meridian,IA050910N0200W0,"-93.26202793, 42.64341455, -93.14354084, 42.73111667"
091,N,031,W,IA,5,5th Meridian,IA050910N0310W0,"-94.56108268, 42.64516813, -94.44298768, 42.73286293"
091,N,016,W,IA,5,5th Meridian,IA050910N0160W0,"-92.79060099, 42.64243686, -92.67259863, 42.73025491"
091,N,015,W,IA,5,5th Meridian,IA050910N0150W0,"-92.67296085, 42.64227504, -92.55435673, 42.73014926"
091,N,025,W,IA,5,5th Meridian,IA050910N0250W0,"-93.85324921, 42.64445803, -93.73504779, 42.73172108"
091,N,047,W,IA,5,5th Meridian,IA050910N0470W0,"-96.44972234, 42.64865812, -96.33088494, 42.73563697"
091,N,003,W,IA,5,5th Meridian,IA050910N0030W0,"-91.25113794, 42.64546438, -91.13265467, 42.73268121"
091,N,049,W,IA,5,5th Meridian,IA050910N0490W0,"-96.63944184, 42.67063953, -96.56642579, 42.7375768"
091,N,036,W,IA,5,5th Meridian,IA050910N0360W0,"-95.15197314, 42.64715185, -95.03344047, 42.73434508"
091,N,032,W,IA,5,5th Meridian,IA050910N0320W0,"-94.6787398, 42.64529723, -94.56016027, 42.73274374"
091,N,033,W,IA,5,5th Meridian,IA050910N0330W0,"-94.79654134, 42.64517065, -94.67828144, 42.73265071"
091,N,024,W,IA,5,5th Meridian,IA050910N0240W0,"-93.73539745, 42.64454091, -93.61706432, 42.73187868"
091,N,048,W,IA,5,5th Meridian,IA050910N0480W0,"-96.56706647, 42.64888519, -96.44873158, 42.73597426"
091,N,044,W,IA,5,5th Meridian,IA050910N0440W0,"-96.09688662, 42.64885416, -95.97794119, 42.73536694"
091,N,021,W,IA,5,5th Meridian,IA050910N0210W0,"-93.38071273, 42.64389971, -93.26170745, 42.73112729"
091,N,038,W,IA,5,5th Meridian,IA050910N0380W0,"-95.38829776, 42.6476102, -95.26981978, 42.73433098"
091,N,002,W,IA,5,5th Meridian,IA050910N0020W0,"-91.13306615, 42.64591034, -91.01465519, 42.73273518"
091,N,007,W,IA,5,5th Meridian,IA050910N0070W0,"-91.72626693, 42.64306158, -91.60618611, 42.73134471"
091,N,034,W,IA,5,5th Meridian,IA050910N0340W0,"-94.91586802, 42.64534647, -94.79611428, 42.73442686"
091,N,012,W,IA,5,5th Meridian,IA050910N0120W0,"-92.31773334, 42.64198443, -92.19928458, 42.72980715"
091,N,010,W,IA,5,5th Meridian,IA050910N0100W0,"-92.08178747, 42.64197123, -91.96172262, 42.7296234"
091,N,014,W,IA,5,5th Meridian,IA050910N0140W0,"-92.55457032, 42.64216534, -92.43602196, 42.73025903"
091,N,001,W,IA,5,5th Meridian,IA050910N0010W0,"-91.01497643, 42.64557825, -90.89706138, 42.72019246"
091,N,042,W,IA,5,5th Meridian,IA050910N0420W0,"-95.86071905, 42.64835026, -95.74111721, 42.73525418"
091,N,013,W,IA,5,5th Meridian,IA050910N0130W0,"-92.43637762, 42.64210419, -92.31748878, 42.73025903"
091,N,005,W,IA,5,5th Meridian,IA050910N0050W0,"-91.48786034, 42.64399523, -91.36834836, 42.73189713"
091,N,035,W,IA,5,5th Meridian,IA050910N0350W0,"-95.03362366, 42.64710931, -94.9139405, 42.73444875"
091,N,023,W,IA,5,5th Meridian,IA050910N0230W0,"-93.61749007, 42.64463132, -93.49877208, 42.73141868"
091,N,046,W,IA,5,5th Meridian,IA050910N0460W0,"-96.33150988, 42.64865812, -96.21361855, 42.73521299"
091,N,045,W,IA,5,5th Meridian,IA050910N0450W0,"-96.21377146, 42.64880046, -96.09575595, 42.73521949"
091,N,037,W,IA,5,5th Meridian,IA050910N0370W0,"-95.27008112, 42.64732088, -95.15124291, 42.73436594"
091,N,019,W,IA,5,5th Meridian,IA050910N0190W0,"-93.14430443, 42.64328811, -93.02607181, 42.73080384"
091,N,004,W,IA,5,5th Meridian,IA050910N0040W0,"-91.36921899, 42.64485833, -91.25054535, 42.73250189"
092,N,032,W,IA,5,5th Meridian,IA050920N0320W0,"-94.67908733, 42.73259656, -94.56048263, 42.82055157"
092,N,014,W,IA,5,5th Meridian,IA050920N0140W0,"-92.55459951, 42.73000463, -92.43592905, 42.81841818"
092,N,029,W,IA,5,5th Meridian,IA050920N0290W0,"-94.3251343, 42.73162202, -94.20731855, 42.81984025"
092,N,041,W,IA,5,5th Meridian,IA050920N0410W0,"-95.74154594, 42.73516022, -95.62213586, 42.82317221"
092,N,020,W,IA,5,5th Meridian,IA050920N0200W0,"-93.26190601, 42.73080384, -93.14331278, 42.81909815"
092,N,018,W,IA,5,5th Meridian,IA050920N0180W0,"-93.02609214, 42.7302339, -92.90710166, 42.81873239"
092,N,008,W,IA,5,5th Meridian,IA050920N0080W0,"-91.84541162, 42.73010702, -91.72512543, 42.81809863"
092,N,031,W,IA,5,5th Meridian,IA050920N0310W0,"-94.56092376, 42.73233872, -94.44302995, 42.8205652"
092,N,005,W,IA,5,5th Meridian,IA050920N0050W0,"-91.48788852, 42.73151477, -91.36797681, 42.81945545"
092,N,007,W,IA,5,5th Meridian,IA050920N0070W0,"-91.72624982, 42.73010702, -91.60646495, 42.81869176"
092,N,036,W,IA,5,5th Meridian,IA050920N0360W0,"-95.15134936, 42.73423553, -95.03344047, 42.82201792"
092,N,022,W,IA,5,5th Meridian,IA050920N0220W0,"-93.49886282, 42.73103363, -93.37996446, 42.81961327"
092,N,016,W,IA,5,5th Meridian,IA050920N0160W0,"-92.79081375, 42.73007972, -92.672675, 42.81838402"
092,N,043,W,IA,5,5th Meridian,IA050920N0430W0,"-95.97881544, 42.73505805, -95.85862858, 42.82279255"
092,N,049,W,IA,5,5th Meridian,IA050920N0490W0,"-96.63617583, 42.73579168, -96.56625824, 42.82254532"
092,N,010,W,IA,5,5th Meridian,IA050920N0100W0,"-92.08187174, 42.72942716, -91.96175494, 42.81849101"
092,N,009,W,IA,5,5th Meridian,IA050920N0090W0,"-91.96387105, 42.7296234, -91.84315301, 42.81841917"
092,N,047,W,IA,5,5th Meridian,IA050920N0470W0,"-96.44905224, 42.73511737, -96.33081039, 42.82223564"
